(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
def(JUMPLIST_ROTATE),
def(FEAT_DND),
def(EBCDIC),
(!def(FEAT_BEVAL)&def(FEAT_MBYTE_IME)),
def(FEAT_MBYTE),
(!def(FEAT_BEVAL)&def(NOIME)),
(!def(FEAT_GUI_MOTIF)&!def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)),
True,
!def(NO_CONSOLE),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
(!def(FEAT_GUI_MOTIF)&!def(FEAT_GUI_GTK)),
!def(RISCOS),
def(FEAT_GUI_W32),
def(FEAT_GUI),
!def(LESSTIF_VERSION),
def(DEBUG),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
(!def(FEAT_BEVAL)&def(FEAT_TOOLBAR)),
def(FEAT_TERMRESPONSE),
!def(EBCDIC),
!def(FEAT_BEVAL),
