def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(DEBUG),
def(FEAT_GUI),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
!def(PROTO),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
!def(INET_SOCKETS),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(PROTO),
