!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
True,
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(WSDEBUG),
def(DEBUG),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(FEAT_BEVAL),
