def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(DEBUG),
def(NBDEBUG),
def(FEAT_EMACS_TAGS),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
def(PROTO),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
!def(FEAT_BEVAL),
def(FEAT_FKMAP),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
True,
def(FEAT_GUI_W32),
def(__BORLANDC__),
!def(FEAT_EMACS_TAGS),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_CLIPBOARD),
def(LESSTIF_VERSION),
!def(PROTO),
!def(FEAT_GUI_W32),
