!def(NO_CONSOLE),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
True,
def(FEAT_TERMRESPONSE),
def(FEAT_RIGHTLEFT),
def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(INET_SOCKETS),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(FEAT_CLIPBOARD),
def(FEAT_FKMAP),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
