def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(LESSTIF_VERSION),
def(MAIN),
def(WSDEBUG_TRACE),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_PROFILE),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_JOB_CHANNEL),
def(WIN32),
def(FEAT_TERMRESPONSE),
!def(FEAT_PROFILE),
def(__MINT__),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_BEVAL_GUI),
