def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(DEBUG),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(WSDEBUG),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__BORLANDC__),
!def(NO_CONSOLE),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
True,
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(NBDEBUG),
