!def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(WSDEBUG),
!def(FEAT_GUI_W32),
True,
def(FEAT_BEVAL),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(DEBUG),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(PROTO),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
