def(WSDEBUG_SENSE),
def(_WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_JOB_CHANNEL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_BEVAL_GUI),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(MAIN),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(UNIX),
def(WSDEBUG_TRACE),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(DEBUG),
!def(FEAT_PROFILE),
def(__MINT__),
!def(UNIX),
def(FEAT_PROFILE),
!def(INET_SOCKETS),
True,
