def(__BORLANDC__),
def(RISCOS),
def(DEBUG),
def(HAVE_GETTIMEOFDAY),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(RISCOS),
def(FEAT_MBYTE),
def(FEAT_FKMAP),
def(FEAT_BEVAL),
!def(EBCDIC),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(FEAT_GUI),
!def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
True,
def(WSDEBUG_SENSE),
!def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
!def(FEAT_MBYTE),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(EBCDIC),
