def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(__MINT__),
def(FEAT_BEVAL_GUI),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(_WIN32),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(DEBUG),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MAIN),
True,
def(WSDEBUG),
def(WIN32),
def(FEAT_TOOLBAR),
def(PROTO),
