(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
def(DEBUG),
def(JUMPLIST_ROTATE),
True,
def(WSDEBUG_SENSE),
def(_WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL_GUI),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(PROTO),
def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
def(MAIN),
!def(FEAT_PROFILE),
def(INET_SOCKETS),
def(WIN32),
def(FEAT_GUI_W32),
def(WSDEBUG),
