def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(DEBUG),
!def(PROTO),
def(FEAT_MBYTE),
def(FEAT_GUI),
!def(INET_SOCKETS),
!def(FEAT_EMACS_TAGS),
def(JUMPLIST_ROTATE),
def(FEAT_EMACS_TAGS),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
True,
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(FEAT_CLIPBOARD),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
!def(FEAT_BEVAL),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
def(FEAT_RIGHTLEFT),
