def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
def(DEBUG),
!def(PROTO),
def(WSDEBUG),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(PROTO),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_FKMAP),
True,
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
