!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
True,
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(DEBUG),
def(FEAT_GUI_GTK),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_BEVAL),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
