def(__MINT__),
def(FEAT_BEVAL_GUI),
def(FEAT_GUI),
def(NBDEBUG),
!def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(FEAT_JOB_CHANNEL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_SENSE),
def(MAIN),
def(INET_SOCKETS),
def(_WIN32),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
True,
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_BEVAL),
def(DEBUG),
!def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
