def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(DEBUG),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
def(WSDEBUG),
!def(INET_SOCKETS),
!def(PROTO),
def(LESSTIF_VERSION),
def(PROTO),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
True,
def(MCH_WRITE_DUMP),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
