(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
!def(NO_CONSOLE),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(FEAT_MBYTE),
def(EBCDIC),
!def(FEAT_GUI_W32),
!def(RISCOS),
def(FEAT_GUI_W32),
def(FEAT_FKMAP),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
!def(FEAT_RIGHTLEFT),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_RIGHTLEFT),
!def(FEAT_MBYTE),
True,
!def(FEAT_BEVAL),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
!def(EBCDIC),
