def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
!def(PROTO),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(FEAT_GUI),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
