def(FEAT_SUN_WORKSHOP),
def(_WIN32),
def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(__MINT__),
!def(FEAT_GUI_W32),
def(MAIN),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WIN32),
!def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_TRACE),
def(PROTO),
def(FEAT_PROFILE),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_SENSE),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
