def(WSDEBUG),
def(PROTO),
def(RISCOS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
!def(FEAT_MBYTE),
!def(FEAT_BEVAL),
def(DEBUG),
def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
!def(RISCOS),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
True,
def(FEAT_FKMAP),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
!def(PROTO),
def(__BORLANDC__),
