!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_PROFILE),
def(FEAT_JOB_CHANNEL),
def(DEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(_WIN32),
def(FEAT_FKMAP),
def(MAIN),
!def(FEAT_PROFILE),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_SUN_WORKSHOP),
True,
!def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(PROTO),
def(WSDEBUG),
def(FEAT_BEVAL_GUI),
def(__MINT__),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
