def(FEAT_FKMAP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_BEVAL),
!def(PROTO),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(PROTO),
!def(RISCOS),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_GUI_GTK),
def(EBCDIC),
def(RISCOS),
!def(FEAT_MBYTE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
!def(EBCDIC),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
True,
def(JUMPLIST_ROTATE),
