!def(EBCDIC),
!def(RISCOS),
def(DEBUG),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
True,
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(EBCDIC),
def(FEAT_RIGHTLEFT),
def(NBDEBUG),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
!def(FEAT_MBYTE),
def(FEAT_MBYTE),
!def(FEAT_RIGHTLEFT),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
