def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(UNIX),
def(DEBUG),
def(PROTO),
def(JUMPLIST_ROTATE),
True,
def(FEAT_FLOAT),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
def(INET_SOCKETS),
def(FEAT_BEVAL_GUI),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(_WIN32),
def(FEAT_FKMAP),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
!def(UNIX),
!def(INET_SOCKETS),
!def(FEAT_PROFILE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG),
def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(MAIN),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_W32),
