!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
True,
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(MAIN),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(_WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(NBDEBUG),
def(DEBUG),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
