def(FEAT_MBYTE),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_FKMAP),
def(PROTO),
!def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(DEBUG),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(FEAT_RIGHTLEFT),
True,
def(FEAT_GUI),
!def(PROTO),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
