def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
def(WSDEBUG),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
True,
def(DEBUG),
def(FEAT_MBYTE),
def(JUMPLIST_ROTATE),
def(__BORLANDC__),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(NBDEBUG),
