def(LESSTIF_VERSION),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(PROTO),
!def(INET_SOCKETS),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(DEBUG),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
!def(PROTO),
def(FEAT_TERMRESPONSE),
