def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(WIN32),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(PROTO),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(MAIN),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
True,
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
!def(FEAT_GUI_GTK),
