!def(INET_SOCKETS),
def(FEAT_GUI),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
!def(PROTO),
def(INET_SOCKETS),
True,
def(WSDEBUG_SENSE),
def(__BORLANDC__),
def(FEAT_BEVAL),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(DEBUG),
def(MAIN),
def(FEAT_GUI_GTK),
