def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
True,
def(FEAT_PROFILE),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(__MINT__),
!def(FEAT_PROFILE),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(PROTO),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_SENSE),
def(MAIN),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(FEAT_GUI),
!def(INET_SOCKETS),
def(_WIN32),
def(WSDEBUG_TRACE),
