!def(NO_CONSOLE),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(PROTO),
def(FEAT_MBYTE),
def(FEAT_BEVAL),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
True,
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
!def(FEAT_MBYTE),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(DEBUG),
!def(PROTO),
