def(NBDEBUG),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
!def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(FEAT_BEVAL),
def(WSDEBUG),
def(DEBUG),
def(PROTO),
!def(FEAT_GUI_W32),
