def(FEAT_TOOLBAR),
def(WSDEBUG),
def(__MINT__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_PROFILE),
!def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
def(MAIN),
def(FEAT_BEVAL_GUI),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(_WIN32),
True,
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(DEBUG),
def(NBDEBUG),
def(WSDEBUG_SENSE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
