def(MCH_WRITE_DUMP),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(WSDEBUG),
def(MAIN),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
!def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(LESSTIF_VERSION),
True,
def(WIN32),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(_WIN32),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
