def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
def(FEAT_FKMAP),
def(NBDEBUG),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_CLIPBOARD),
def(__BORLANDC__),
def(PROTO),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
!def(PROTO),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
True,
def(WSDEBUG_SENSE),
def(DEBUG),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
