def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_CLIPBOARD),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(FEAT_RIGHTLEFT),
!def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(DEBUG),
def(FEAT_TOOLBAR),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
!def(FEAT_GUI_W32),
True,
def(FEAT_MBYTE),
!def(FEAT_BEVAL),
def(FEAT_FKMAP),
