def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
True,
def(NBDEBUG),
!def(PROTO),
def(FEAT_GUI),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(DEBUG),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
