def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(FEAT_GUI),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
