def(FEAT_JOB_CHANNEL),
def(FEAT_BEVAL_GUI),
def(FEAT_FLOAT),
def(FEAT_FKMAP),
def(WSDEBUG_TRACE),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
True,
def(_WIN32),
def(NBDEBUG),
def(WIN32),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_MBYTE),
def(JUMPLIST_ROTATE),
def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
def(DEBUG),
def(WSDEBUG_SENSE),
def(__MINT__),
