def(FEAT_CLIPBOARD),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL),
def(PROTO),
def(WSDEBUG),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
True,
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
def(NBDEBUG),
!def(NO_CONSOLE),
def(DEBUG),
def(FEAT_EMACS_TAGS),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(FEAT_GUI_W32),
!def(FEAT_EMACS_TAGS),
!def(PROTO),
def(INET_SOCKETS),
