def(WSDEBUG),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(FEAT_GUI),
!def(NO_CONSOLE),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(NBDEBUG),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_RIGHTLEFT),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(PROTO),
def(FEAT_FKMAP),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
True,
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
