def(WSDEBUG_SENSE),
!def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
True,
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
!def(FEAT_BEVAL),
def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
def(FEAT_GUI),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(FEAT_TOOLBAR),
