def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(__BORLANDC__),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
!def(PROTO),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
!def(NO_CONSOLE),
def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
def(WSDEBUG),
True,
def(DEBUG),
def(NBDEBUG),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
