(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
!def(RISCOS),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
!def(FEAT_RIGHTLEFT),
def(FEAT_GUI),
!def(FEAT_GUI_MOTIF),
def(EBCDIC),
!def(FEAT_GUI_W32),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
def(FEAT_TOOLBAR),
def(DEBUG),
def(FEAT_GUI_W32),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
!def(EBCDIC),
!def(WIN64),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(FEAT_RIGHTLEFT),
def(NBDEBUG),
def(WIN64),
True,
def(FEAT_MBYTE),
def(FEAT_GUI_MOTIF),
!def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(FEAT_FKMAP),
