def(NBDEBUG),
!def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(MAIN),
def(WSDEBUG_SENSE),
True,
def(PROTO),
def(__MINT__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(WSDEBUG),
def(_WIN32),
!def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_TOOLBAR),
def(WIN32),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_PROFILE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
