def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
def(FEAT_FKMAP),
def(DEBUG),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
!def(PROTO),
!def(INET_SOCKETS),
!def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
!def(FEAT_RIGHTLEFT),
def(FEAT_TERMRESPONSE),
def(FEAT_RIGHTLEFT),
def(NBDEBUG),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
True,
def(PROTO),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
!def(FEAT_GUI_W32),
