!def(PROTO),
def(LESSTIF_VERSION),
def(DEBUG),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(FEAT_MBYTE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_FKMAP),
def(FEAT_GUI_W32),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
True,
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
