def(FEAT_TOOLBAR),
def(DEBUG),
def(MCH_WRITE_DUMP),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
!def(PROTO),
def(_WIN32),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(WSDEBUG),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
def(MAIN),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
True,
def(LESSTIF_VERSION),
