def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
True,
def(FEAT_TOOLBAR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_PROFILE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(LESSTIF_VERSION),
def(_WIN32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL_GUI),
!def(FEAT_PROFILE),
def(NBDEBUG),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__MINT__),
def(FEAT_JOB_CHANNEL),
def(MAIN),
def(WIN32),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
