!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_CLIPBOARD),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_RIGHTLEFT),
def(FEAT_FKMAP),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
True,
def(WSDEBUG),
def(__BORLANDC__),
def(FEAT_GUI),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
!def(PROTO),
