def(FEAT_BEVAL_GUI),
def(_WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(LESSTIF_VERSION),
def(__MINT__),
def(FEAT_JOB_CHANNEL),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_PROFILE),
def(MAIN),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(DEBUG),
!def(FEAT_PROFILE),
True,
def(WIN32),
def(FEAT_TOOLBAR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
