def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
!def(PROTO),
def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
!def(FEAT_BEVAL),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_CLIPBOARD),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
True,
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
