def(__MINT__),
def(DEBUG),
def(NBDEBUG),
def(FEAT_GUI_W32),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
def(MAIN),
!def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TERMRESPONSE),
def(WIN32),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
True,
def(_WIN32),
def(WSDEBUG),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
