def(WSDEBUG),
def(DEBUG),
!def(PROTO),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(__BORLANDC__),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
