def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(DEBUG),
!def(PROTO),
!def(FEAT_BEVAL),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(__BORLANDC__),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(LESSTIF_VERSION),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
