def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(DEBUG),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(MAIN),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(_WIN32),
def(WIN32),
!def(FEAT_GUI_GTK),
True,
!def(INET_SOCKETS),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
