def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(RISCOS),
def(EBCDIC),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_MBYTE),
def(HAVE_GETTIMEOFDAY),
def(__BORLANDC__),
!def(NO_CONSOLE),
True,
!def(FEAT_GUI_W32),
def(DEBUG),
!def(FEAT_RIGHTLEFT),
def(FEAT_RIGHTLEFT),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
!def(EBCDIC),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
!def(RISCOS),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(PROTO),
!def(PROTO),
def(FEAT_BEVAL),
def(FEAT_FKMAP),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
