!def(FEAT_GUI_W32),
def(WSDEBUG),
def(__BORLANDC__),
def(FEAT_RIGHTLEFT),
def(FEAT_TOOLBAR),
!def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
!def(RISCOS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(DEBUG),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
def(RISCOS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(PROTO),
def(FEAT_GUI),
!def(FEAT_MBYTE),
!def(FEAT_BEVAL),
