(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WIN32),
def(MAIN),
!def(FEAT_PROFILE),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(__MINT__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
True,
def(NBDEBUG),
def(FEAT_JOB_CHANNEL),
def(FEAT_BEVAL_GUI),
def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
