def(__MINT__),
def(DEBUG),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(MAIN),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(PROTO),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(LESSTIF_VERSION),
def(_WIN32),
def(FEAT_GUI),
