def(__BORLANDC__),
!def(PROTO),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
True,
def(WSDEBUG),
!def(NO_CONSOLE),
def(DEBUG),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
