def(PROTO),
def(FEAT_TERMRESPONSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
!def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(DEBUG),
def(__MINT__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(WIN32),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
True,
!def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(MAIN),
